"WK" "FP_COMP_OPS_EXE_X87" "BR_INST_RETIRED_ALL_BRANCHES" "BR_INST_RETIRED_CONDITIONAL" "BR_MISP_RETIRED_ALL_BRANCHES" "INSTR_RETIRED_ANY" "UOPS_RETIRED_ALL" "RESOURCE_STALLS_ANY" "INT_MISC_STALL_CYCLES" "L3_LAT_CACHE_MISS" "ICACHE_MISSES" "L2_RQSTS_MISS" "UNHALTED_CLK_CYCLES" "POWER"
26 2621206590 17625356742 15548254502 609131552 97264142896 139132438898 21415166565 27347390929 27562495 21479003 258323694 88503019873 38.87464
26 2408649950 16475844413 14477803456 541194390 90124977836 104514020545 16143828422 21942278928 43428641 22640646 218149814 69575942987 38.49964
26 2574224793 16118013494 14350979888 568482006 90388477008 97934138129 15569780259 21329907348 47610872 19438766 200645226 66042509574 37.99954
26 3378788765 15007786323 14279435849 704118910 104297981841 84270435617 13613675210 19155359734 52129384 17500235 204574780 58831549236 37.87464
26 3390180784 15192405959 14518199661 684587273 123307647222 82839797657 12249296002 17682242316 44033093 9243124 208015886 56999140460 38.37459
26 2982608831 13504302110 12862438838 632633692 112389253213 102300127811 16180636377 21790687822 60748702 10146116 277311887 65127689072 38.62462
26 3662992140 13897188922 13264700101 656699672 114845688770 124633777276 21214393823 27802128547 63687646 13425354 261865592 75370195072 39.12462
26 3332517483 8578145339 8135870104 426276628 109378742037 127326907389 21217178472 28973354567 60985655 17859848 260415742 85498651898 42.24962
26 3317472448 10079316896 9561899874 480729698 104802702160 135368181922 22637288669 30292602800 55460772 20346419 291616783 89766725455 45.49956
26 3611033809 12108971751 11545599652 572679190 110585136925 115090496026 19088835814 27410744935 59790545 19884874 273048701 82277357725 44.74959
26 2829806120 4460220184 4247898510 265682088 102032739947 114025259337 19676627240 25771345590 44865425 13012621 167708286 69189762640 45.12456
26 2148144251 904740045 833287945 95812917 84237557138 138750113764 26666652370 27604153018 31141978 10860863 107393759 57262476447 37.99963
26 2149406546 906133174 834119141 95955392 84095064008 138320229023 26637928478 27576730654 30945817 11419039 108899493 57267308895 34.62468
26 2146195460 904139266 831219875 96751439 83892416933 138066315896 26643919178 27569643628 30650353 11569995 110990881 57259086780 34.49968
26 2152953208 905714450 833138302 97459171 84223157889 134695720850 25659080821 26605664600 29198059 11371870 109670874 55479617490 34.62469
27 3284642280 17807984173 15491911411 654098934 124809635500 136687093284 19002757706 27129626072 29618898 13110425 195857288 88622542428 43.99955
27 3273966461 17621450610 15382436660 657939329 123355010825 142368233228 20871829204 29102442897 39876664 13983490 193399052 91137667764 44.49951
27 2676278317 16091166925 13331755155 519847996 117737565955 126769593854 17785839991 26219260428 32786903 15724801 192980465 85685390738 44.37453
27 2999218398 15745886994 13771119064 575744167 109545014691 141859680361 19410362673 27885027054 21147854 11358678 182706755 93041413315 43.73585
27 2741990170 14429889986 12583561614 541760346 100737819055 108995107537 16077414443 24681474650 49946731 13478235 225198856 78199864802 43.62455
27 2960251239 15307787527 13506278100 576942590 105620302745 138257891115 19382092950 27992241119 35396173 17036608 201358931 92491124374 44.62454
27 2745984855 13970830118 12331631505 532005176 96154226776 126145620721 17739536764 25992188843 33372986 15449112 256949944 85685671522 44.12453
27 2619983808 13539472565 11823383396 490905721 94026289548 119619936748 17746718783 26239008953 50025697 12708760 223006530 83893157214 43.74956
27 3235623126 17532871335 15263971359 655566611 122709385227 131077019089 18862482010 27204913019 41576172 13440439 219476666 88306084760 44.24943
27 3198322737 16557332590 14612078402 627558755 114420755653 113182316187 17603713942 25838150927 54077624 14948664 252503427 78387065676 43.87454
27 3020195040 16594176527 14255828212 576291810 117616208511 154020705049 20762315016 29208912822 21154623 13889905 179310690 97812466565 44.12455
27 2611130184 14054416451 12132547510 500315956 99155326642 153957950295 20878903550 29226399818 21179844 16017539 189143547 97589592847 43.87457
27 2369378652 14353048358 11753587955 431208596 105859431639 123152367610 17269384569 25472984699 37836219 16059630 242976599 85069483143 2.305819e+18
27 2357957092 11939261216 10552119156 460477453 82412188307 125189439600 17491372013 25718723438 35536519 14618091 197878186 84681765916 43.49954
27 1125046710 5037202025 4554235684 192961365 33814324404 83831030016 12530138056 18661155202 39347657 12909924 227956228 57330220337 42.99944
27 1037516971 4359358936 4047584777 178093274 28190864203 99339037780 15716071914 21127016530 54892506 10853336 226022283 61388035842 36.49963
27 1205392808 5184087526 4886924248 234374908 33224723668 29847555015 5387234073 8794754206 35223043 7548453 138654334 22527223437 34.74962
28 1738590601 9249431305 7999424137 380675600 80881157388 101999975939 20518746016 27033660445 118214864 293090720 634921689 78810680809 44.87459
28 2064420078 10783860350 9469702072 466848742 90997813844 101341407642 19921227901 26328492699 114425425 217380448 565121784 78334506225 45.62458
28 2034805531 10490068947 9259016012 494038033 86923127329 112762398104 22334164258 29226540738 87601903 257233407 682425435 86326659774 45.49945
28 2649303583 13114366907 11868954758 623964158 101048927421 97638159063 21169332663 27976055723 108933215 320505310 752039953 79358353051 45.62443
28 2036302352 10709242615 9405857667 524085103 88601569407 114626545450 22449487240 29543233814 93088813 245834665 683308831 87220594119 45.24954
28 1774150535 8325179148 7616463839 405512498 60543278182 98593564956 17067737474 22986371268 65832327 86078685 351060491 66366736493 45.37456
28 1935870956 8359278432 7880881692 404453764 54054887420 82979608828 12452869094 18001693720 36313289 11144416 197598575 54017724709 35.37465
28 2906931961 12670727517 12021519407 595920166 80897454552 64827104578 10108473414 15685994523 43607641 9839336 212937441 46817837057 35.49967
28 2810132518 12215207488 11632145672 574473702 77893061473 63586965590 9827794528 15309325085 46059516 9816148 209575068 46056348164 35.49958
28 2809958427 12206283684 11600877948 572637242 78193936545 63621735349 9734190052 15172912471 41676589 9863194 196800387 45378566668 35.12467
28 2866567448 12338950834 11767800989 558290509 78710035386 64864703417 9896833075 14974195980 42256532 8842039 203282463 45960517374 34.99967
28 2769823459 12017155097 11456584321 562390982 76925476283 80202555933 11942401736 17489175029 46033528 10180945 230565506 55124323161 34.49966
28 2793299047 12109120787 11529364286 568665499 77479357223 87393864237 13321715835 18783639630 46619505 10384927 206411337 56408901479 37.62449
28 2825748263 12140738848 11570958185 561545325 77790338514 76926133053 13663991245 18878040040 69433111 9590627 233846068 50392379512 37.49951
28 2742109847 11950706151 11391852140 567675248 76625277958 65250375782 10024384554 15289690179 47588335 9167825 234352402 46039794849 37.62452
28 2803982582 12211925827 11613771247 578621581 78377829794 52664817813 7501213198 11921270774 30828663 8430383 165410896 36580475656 35.62466
29 1885703031 10580639348 8494468024 427018478 63801162958 86681944827 20247744716 25831008286 97812471 20743570 301067577 65407784118 38.37462
29 1853397631 10287285779 8315911445 423017331 62406699183 118404439062 24830543641 30549853332 94371062 20043652 311072588 80900241107 38.49961
29 1855102379 10135951368 8237509801 425918847 61766798914 146629185297 29005966708 34859431487 98860808 18652153 314827053 95216269602 38.37453
29 1863392125 10116327444 8245348378 430447986 61856172244 113115849980 23903159673 29985688518 87754148 16971924 307567977 81672937302 38.62463
29 1873492355 10120583106 8302727362 420692863 61658030226 112397929376 24913861593 30677890213 91892571 16911383 303723465 77890264855 38.99965
29 2038648246 10828502151 8985880473 453549164 66350461056 117609707855 25313784040 31375570795 95825706 15876428 317164265 82778502843 39.99958
29 3211520687 14416840746 13444930280 666443854 91502363409 100059233503 34670302327 40477409502 148900456 13653745 344514882 83625343796 38.99964
29 3354298201 15048581312 14101626545 714057964 96245561571 75533540907 40107462702 45771200373 196248858 11252542 383251051 79743278527 39.12451
29 2388342671 11108860215 9942319107 475210848 74546549700 81205624406 42701617425 48322363648 202517327 11901112 399630092 84393635622 41.8746
29 1873479830 9129178914 7777530100 371955030 63801843540 78615982506 42017353568 47546023445 202611151 11170359 370904483 81757526819 41.4996
29 1783512090 8952468685 7444224450 335042011 63486312934 92972331844 38798799921 44659578097 160053918 12183675 357176127 85076884965 41.62458
29 1897910615 9135356491 7938414019 378495014 62800496235 81023941211 37470289927 43226402484 165801719 11664973 370336742 80850006571 41.49943
29 2420989229 11155624808 10039802356 475437862 74658195654 64470333541 41929165972 47670586972 229614284 10352289 403736226 78734035960 41.12448
29 2352546903 11174487013 9858052192 465480297 76082949163 83045409243 40977130980 46611479804 195091918 11446089 378199866 83921635343 40.8745
29 2501327317 11776674779 10479226752 506379043 79775999024 80515849602 39402059284 44971919530 179902896 11764786 384238135 82083356494 41.37461
29 1523080379 7779725491 6377536370 297373066 55830960548 77519910710 39316604624 44795069663 193297171 11221109 374276469 80478344652 41.49962
29 1758725747 9046004241 7482489939 348146241 64713332675 43087813880 26834427293 29223741444 136930640 7656323 230412085 45558846427 39.12451
29 75054891 2985111514 692495894 30475718 32260780655 424121814 1975230788 2131100971 1761692 6476647 12444338 614881413 29.4997
30 2186735751 10242109315 9742966124 445406691 80195310066 83197360977 38835661117 44949958096 463446728 10659054 737412194 80291311390 42.62457
30 2437753221 11448288599 10902402174 503363800 87589632606 99919098360 41370525583 47319256176 458275576 11662679 717290272 90932677241 43.12442
30 2031015830 9606394236 9116568553 405362360 77982448823 95198593816 37739823357 43741317085 378646575 11981175 645092973 85663900738 43.37448
30 2345755827 10904891069 10194757285 484791705 80723570130 85085859780 35700824155 41685443955 390019958 11153232 619905415 80267713319 43.37458
30 2065419643 9745466004 9255523977 440216984 77595900316 83159085984 35821132199 41953065681 405802974 11219336 691492110 81405768926 43.24953
30 2124043433 9866423437 9359618636 419432499 76025361754 111157925183 36910156956 43384348061 284503420 12731261 603509166 93306146249 43.24958
30 2366533512 10927517676 10365158667 483369263 82499882248 100736822818 35571746024 41801231912 299888781 12275716 570739219 86796084665 43.49956
30 2467889617 11627668146 10899636050 524572590 87064809289 90109760865 38318408362 44225420550 430873334 11542410 695763664 83549997141 43.49945
30 2056583302 9676243193 9177542637 425209450 76418530534 79973468172 38297268545 44253098694 458051654 10950103 770381903 80680337643 42.99941
30 2322840826 10744342100 10221027653 476419059 81546392378 94265335366 37553736177 43743395821 359222079 11537702 652067390 85313823935 43.49948
30 2297182967 10674822799 10174025012 446365324 82986156643 77755348959 41972284476 47577774556 546152137 10821551 783931472 80769704680 43.62447
30 1649672900 8181194265 7766722873 315300719 74492100640 89967117968 42296605350 47965094876 529975669 10857449 761263208 86362221203 42.87452
30 2500154768 11816636078 11077462355 542806595 89325621559 90070001447 34126646852 40040348292 336811310 11159397 583723007 79701994835 42.99956
30 2039387289 9532066689 9055186406 402363749 76888985404 99206309725 36412513758 42561531433 332930081 11925008 633909754 87521414378 42.87451
30 1828621179 8732949939 8311925048 344682374 74884906468 75037468708 38871950334 44554935590 493581117 10645728 778221530 76354275753 43.62447
30 1937339034 9261767031 8783309113 386628734 76492554411 97129256192 37458067052 43664144034 389795280 11321922 631858146 86367861846 43.24948
30 1978741762 9375801992 8876913267 381784284 76799426756 88157140843 37621308246 43527404971 405812881 11332932 656224448 82998671549 43.62458
30 1217301438 5991802863 5562576489 263840773 48615398936 71999559642 30694352133 34517135540 342195971 9217404 509170484 64535471499 43.49939
30 22676733 565967317 539872641 5762756 14537024688 52288433143 43863446163 44292161847 659437479 6395311 991823974 57288010005 38.62458
30 22840551 568992665 539886270 2579352 14539848625 53772911197 44229885651 45492914974 664858446 6332757 917408053 58657174550 37.37459
30 23071946 571436208 540675031 1400108 14527036517 54992675750 46656299919 47037653705 700457202 6806012 908043247 60179130878 37.12457
30 12081194 315024732 294691483 680654 7920513918 45662820922 38874032931 39197282404 577969719 7447245 742426737 50058505236 36.99955
31 610122029 2892970375 1949032922 42189604 86826949690 105336628664 19664499891 22197203424 57637583 385908450 821579860 60954663568 38.8745
31 627174905 2863309172 1892932047 42279989 81343836123 100469061925 17221380952 20336352169 51606457 375203762 694301288 62764293864 39.12449
31 523688888 2590617055 1772454046 34684577 80424438300 102858522278 17649108353 20463114781 52924604 373969999 734049190 61551446272 36.7496
31 485092027 2276478397 1523625512 36179864 66467313286 118078508874 18995251287 21243120043 58211167 467951552 827657316 63704122363 38.37458
31 599939109 2860899855 1934628855 42526215 85523629944 127213081522 20608873515 23270707612 62388976 477574638 866956163 70500621142 38.62462
31 446980843 2132854622 1434132994 28833695 64183442642 123616992090 20208279238 22874423003 62553849 471296283 882118439 68663220309 37.74965
31 534829765 2435233288 1603232909 34860524 69327921359 126516509850 20998243318 23452710803 63823979 476411305 888096095 69640632612 41.37462
31 538820372 2541965071 1709315093 35366143 76258448941 120280178195 21735963530 24113030554 64810037 492188239 806580999 67513230731 41.24933
31 304302980 1381140749 906174968 20141962 38668263432 104895527369 19354013467 21843807957 59022896 390063310 810088244 61277029371 40.24963
31 560087962 2758801170 1893570487 39656372 86291150094 106798607414 20254255316 23132411573 60265563 400574066 815713636 64683297242 39.24962
31 802091755 3573979941 2351064060 54456108 99776283410 101444366213 19771083723 22097235269 56564677 415856609 668300906 60150902770 43.74917
31 523187068 2550581810 1734228862 35085056 78124208285 103963290918 20041514064 22340976450 62159884 365538225 857490967 59718162701 39.74936
31 655699517 3117398509 2107546920 44913192 94148752753 119088356142 22622450783 25524559290 67762257 449214363 887285521 71305282176 40.62449
31 676124060 3092765961 2057670606 44803053 89387732967 120268390215 20557267496 23564439475 63637093 487342161 807714883 71043538112 41.37466
31 556705190 2585820940 1732109537 39025871 75811868943 93304587716 17061142246 19976199949 51665592 359694918 710946195 58601985112 41.74965
31 432672659 2051264223 1378104442 30291974 60565855549 102574145161 17798394978 20707858077 52668130 440063396 678895786 63033788467 38.49952
31 631144372 2981968665 2007087921 43373293 88576426458 120826867904 20391654379 22661045351 61337862 488025152 868026986 65863389390 38.99965
31 726848806 3402761468 2280124871 49211657 100671626955 126807124572 22001566639 24507304226 65896661 483097624 913331867 70607032687 42.24951
31 851495062 3974231166 2658266938 56232647 116760571592 123212623228 21123559434 23782077550 62091029 487712594 867917378 69203420279 42.37461
31 728082695 3337919471 2212877707 50492648 95775331692 106748335297 20277422151 22674349029 59424025 434650136 756632960 62026322738 42.87456
31 538646511 2557819436 1721081502 37327567 76658901656 116245858269 20134439043 23237807523 62635764 426642777 884590474 68511638907 40.99934
31 602115560 2765217870 1836466085 40479720 80050071009 118182572802 19131781011 22130506891 56342764 462753937 787872822 67795309187 41.74951
31 551243754 2548692874 1701537152 37687396 74518923149 99349478521 16661118967 19982436516 49508618 353607432 713373196 61911647260 40.87464
31 530245845 2507426974 1696512960 38884028 75454353868 129821204389 21175433221 23711247620 64799267 508284103 908601013 70842871076 39.99965
31 484429835 2429716362 1682510491 33642427 64623987925 113157064991 18776600021 21613930202 57192940 428878075 802746275 64848854980 39.62466
31 594166424 2689006295 1773589800 40725645 76511307648 109678402890 18309578163 20845728003 53966882 414543086 769627994 61618157068 41.12445
31 558448070 2683524229 1814883285 37752921 81309543228 99274428760 16349305839 18937172362 48944320 334535499 743929450 56540456644 43.87459
31 657673043 3048097659 2035263545 45815587 89281495521 113490830327 18543295094 21304984212 55599965 415439921 801709852 64449746207 44.37455
31 381755485 2094393688 1386155886 30757101 55147530276 41068748841 6492889485 7622092589 22382388 145520068 312241195 23390020988 41.24947
32 1549549653 8419186075 7551216971 262529159 79321443020 122160772600 22952346633 27259078005 75376914 334464010 682407776 72537558300 40.37456
32 1434857762 7164797698 6109126811 264797649 93917035524 97424388662 18908044437 23693906766 56512906 132417702 459669219 63699447441 40.24945
32 1601866058 7929360891 6652296449 298542563 124652330636 132188129895 23387314939 28898620653 63806562 184989157 510097218 82340205435 40.62459
32 1642126433 8167484535 7045760698 340615384 111372635219 95600261280 17284709064 22574584560 52768854 122323437 389905928 63611300720 41.37445
32 1765444177 8971860031 7749045860 401960397 107772912120 113076935110 20242627979 25752508008 68233824 193383338 507116663 72793469481 38.6243
32 1208595795 6482453992 5540504942 288170376 85462180756 137897700881 25299438676 30806714522 91539308 295279251 762219544 84744101239 39.37459
32 1195704284 6672031033 5748951697 319349217 76670067942 135375483889 25148698571 30631395405 91666585 414814059 838454516 80282054281 40.24953
32 1088305157 6022145438 5149408020 285445732 71766949504 91777771133 17139727808 22148868832 74472684 310807216 502135603 60886547413 39.49959
32 1488338854 8314366601 7234970793 399705680 94895550408 99716679328 20049586710 25574110198 85393446 177463813 543953249 68357651510 41.12456
32 1693635669 8972785151 7732588310 422943070 99707625395 112910333987 21646798384 26933157619 81228011 215277955 578831428 72515513384 41.24961
32 1334078610 7050435536 5989381934 297921971 98927867724 112487877651 21242628486 26292926876 71975658 205289027 593624663 70548192743 40.62461
32 1706861198 8759035381 7641615011 396414956 100382096230 139920673175 24277733952 29486068818 72615090 379646148 719893160 81538959195 40.12447
32 1372952197 7061706307 6231644427 328795345 76211073208 138089595818 23019722875 28137591061 66847181 511289818 754990910 77633450275 39.87449
32 1781857127 9096145247 8039795385 421678265 99918805168 108811872421 18398422279 23598038416 59048707 291992552 619096433 65892947458 41.62458
32 1369374469 7023413923 6071606593 315061639 84955293438 105966642898 18180704883 23263981528 57666740 355626638 590587418 63302841487 39.99951
32 1734120195 9275898656 8064766731 440696108 105748746402 105784698649 18604807383 23932846881 65439135 382918681 657893761 64233707353 40.99946
32 1361852312 7415323336 6364819529 350773445 86274736750 113216514494 22515703080 27656733494 83419797 254662809 694502653 72699912703 40.74951
32 1351631862 7649258699 6797351500 394538881 70840868042 104866106865 19881176283 24954856688 79711581 293867925 587546404 67057806937 39.49937
32 1576182884 8614697903 7508303675 414992837 94347115845 129789000697 23015176742 28141781920 80658042 411963327 803417690 76596445998 40.49958
32 1222898890 6558849599 5691697405 304789937 79234453280 129422423220 22512180695 27483051617 73095225 435661109 698355543 75809395049 39.24961
32 1049361028 5194478527 4235222384 192785082 82033542723 115173006662 20226320099 25119004955 62873648 309672763 696354140 68487116838 38.24961
32 915085707 4632900709 3750788332 156605651 86069577269 123834591503 21299647896 26399719526 64606199 373127195 592270260 73494420763 37.9995
32 795908935 3888488245 2721671877 76663489 95473361414 121030524266 19575431454 20317453970 55069077 467737896 878515284 52144384333 38.7494
32 922232641 4242906307 2842104240 56717073 124728402918 73783608046 11759522875 12965876181 32613918 309571366 465245414 38009703864 37.24961
32 985107240 4461656984 2970583077 60240620 129329390479 73979848187 11576406465 13041707297 33545032 261977197 577793070 37297327423 38.37451
32 555794247 2838281785 1923631665 36275098 83390208796 94546162272 15180600287 16238825271 41438730 398704732 606779380 44319089248 38.4996
33 268618015 17192611956 15418638796 630244273 123407839931 84192927472 7461461854 12990912342 37778470 42432434 319814082 56235620631 42.24957
33 183205186 14513458017 12769823759 579005471 98491251065 123853160804 10791040242 17230115351 45222489 134770662 493182247 75001616470 43.49955
33 242069925 16925366546 14827554000 679353029 121684011565 160320097706 13501530374 20470531606 46161247 265909517 594980587 91643197725 43.99954
33 159073470 14171298475 12235722414 602890379 94805390348 126227306834 9132654949 15395846999 29435407 190101279 416440575 75441501593 44.37449
33 344758142 16397191005 14142769403 684198274 130606944155 146573868220 13115550265 19057368777 40140545 319950772 586706551 84359844008 44.37458
33 447409883 15479162772 13252104400 608703684 139829314859 146261151940 15075761610 20715304552 44162649 284496983 659760586 82791482614 44.87451
33 490942731 11837349655 9592542491 477462152 119705779987 153423485968 12239457458 18753410217 31555908 323441616 495581666 89714081962 44.12454
33 244630883 13250889915 10885719140 542983181 104722666552 151893700741 11904639287 19072011069 25920877 159470978 479236489 84893426582 44.37456
33 293535406 14503477444 12119091395 624172301 117570030524 150175581677 9976532526 16737874147 21999848 103238459 339811486 86173113077 43.99952
33 425929894 16944688768 14357344447 717504403 139352649252 149770563267 10713035248 17499068342 24036926 123412974 404206222 88093545958 44.49953
33 410426833 16360188694 13499132783 679340392 143492869914 133537864433 10781129676 17267627213 24022734 177896167 386515213 76890021681 44.3744
33 310681819 17458657470 14476253130 761418175 132825603539 89723754720 9441441085 14403550279 29936655 335963458 526884453 54417890002 45.12441
33 282122451 18404446566 15458409089 804024827 138612412488 81893992842 8654248083 13547674342 27802322 339619903 391284831 50709023404 43.99951
33 342795516 18420577690 15438138803 847119830 140937815472 104400196492 8855643246 15762067536 22913896 202356542 443441217 66508584248 43.4995
33 132184382 16970099379 14046202023 760166048 112295039356 159751969619 12104532836 18716413994 30536321 302126570 503722525 88982783604 44.49952
33 125394184 17907981708 15118604684 834456044 115866142361 181905924117 14560656011 21601236993 35180713 327774703 628597947 98439642654 42.74943
33 389305967 18474450497 14952820012 764688528 148437131622 154977501138 12851410123 19293985643 27948737 235257069 430034531 84126044627 42.99939
33 141009628 10816904532 8906953001 461315094 80929937409 121576100343 8934894258 15050852779 17886139 134330801 315186253 70886216487 43.8744
33 344486989 12573631774 10157991930 514035816 109677863602 180261494195 14570646884 20587052130 33970094 404575367 588403176 96170288534 43.37455
33 543593352 11964521830 9553281065 474199006 126646502837 191441627754 14684034683 21034860867 32903213 372407687 570783223 99383529695 45.37454
33 326977899 7111173988 5663541340 279197528 81769899858 164913552407 12879507838 19278863388 29964233 288069350 500426237 89015429868 43.99944
33 353984896 9798851495 7842159939 427887067 93584349057 138931758419 10825815487 17075021433 21857031 237494335 349747463 79419434176 43.6244
33 291664852 9998110365 7915108977 397040310 96128644714 82723136508 12546349883 13542577598 33496472 292311112 568136264 36678931512 42.99952
33 277898339 1272902342 840398674 16991534 36352207233 109386630251 16902356898 17713066086 44516628 438045749 737865065 47905718231 41.99957
33 275702046 1422395554 994928188 16984488 36799687740 140453809884 21820082395 22513776655 58958845 539177438 1008957670 59394297009 27.74969
33 253111280 1348961995 952335041 15831923 36749913891 88121861764 13856247539 14338302414 39163874 354530544 604631259 37784546683 38.12446
34 188315272 7336950996 4960792360 39578733 46141173045 150819395031 22945284375 23855236089 56541606 451454489 919373913 70036125158 40.99949
34 144636290 6018875849 4418423403 49254824 40653817466 145330325686 24279681635 25177558657 54060086 476043278 962531297 69951554441 41.49948
34 144947481 5166070538 3815741482 43061965 37729125112 146032146548 24417304512 25329657695 56860541 450191395 994271739 69901438613 41.37441
34 153258010 6849632360 5076416779 51539965 45622762156 141538320321 25592905381 26444622024 52758334 475746127 1034371684 69810893420 40.87448
34 233020556 6936901134 5111921079 53714003 54466979998 144122196717 24634417113 25517076455 54654618 461235080 909405884 69651367108 41.37448
34 935422461 10566496326 7566391197 97814099 150843714978 143536775246 24903421718 25795350683 54408554 469690663 833114233 69733835514 41.12449
34 894031716 10236899521 7359395645 93736996 152053941097 121652590656 22638273998 23493214956 49223008 385025949 867624389 60816373455 41.2496
34 956688920 10083079538 7178975636 95028247 147532444690 91756342839 17336746536 19092249703 40760705 209565074 500642980 49567456356 37.37458
34 894821670 8797145013 6308636305 82811706 151761048582 105835436520 17403474145 19513608791 32371837 203043782 492716582 50470207544 32.12468
34 1025089201 5224713854 3770731414 89505990 160825679625 111493737747 18453552474 19934529434 35300852 238824812 495055056 51078846498 32.62469
34 1066740305 5311420785 3800502818 93034655 159370792991 112052695987 21166579772 24980589642 39726266 270667959 315071666 65944546712 32.62449
34 1804282080 3264659788 2420344901 101477219 131817590893 95949672443 17875162522 20885998726 34309985 160115487 353712643 53280708258 42.87462
34 1391282278 2403661852 1719273295 69589108 97752352505 95016698373 15572530526 18964100370 36507719 474941678 402615253 58015604113 44.87459
34 1018233446 2265947023 1572765872 54213575 81840331271 96214551144 15141116569 18164297858 38059192 384037843 501546613 54719696358 44.87446
34 1519418964 2491450696 1790432420 76035366 103613272100 127992284953 20350672203 23714183485 49723868 511377488 650219495 69883443230 45.74958
34 1269436773 2683096499 1874408571 66054925 99062499786 107692089942 15793910399 18828026549 46025311 571987499 709540089 60441747223 44.74956
34 1095745530 2916228569 2012633733 59561809 100285807282 70955693416 10865476343 13947114414 32064098 433404264 469158763 46187619925 46.12458
34 1313257147 2981946019 2084485929 69637619 108387000665 101474263326 17400555989 20707009716 38960081 323719140 478205231 57958524976 45.12434
34 1193189758 1807880001 1300074083 61668425 76306351746 139242002630 24452377572 27893706605 49100253 262281440 622778726 72756580911 45.62459
34 1307952660 1488534277 1106658826 64429692 72834773281 52371558849 9044697372 10877917160 22682452 184956618 310161105 31439903905 44.9996
34 1623500300 2503802346 1776396074 82547127 102644993728 65513880774 10256849654 11589068071 27267928 250250670 446290072 35099963377 39.49951
34 951079023 2268728826 1602138653 52220765 83376233655 66059329723 10316983739 11662822279 27086655 255949057 443899543 35376852811 38.62462
35 825844113 5058838126 3704485520 108732652 70256844668 91881959721 13189450769 17359104143 22549459 249053751 336608309 53730393710 42.49941
35 319538328 1683685552 1181501538 25522275 45791174592 115418199224 16361213980 20583955788 30781313 304657509 572663407 62972926487 43.6246
35 366868405 1770837065 1202823834 23396464 53760015525 131403537676 19088075472 23301153144 30739672 324634579 463978073 71082012654 43.87456
35 1089426753 6982722270 5187712357 150717595 96639442687 130372907346 18793789274 23124396403 32819061 289936751 574912240 70188374674 43.74961
35 1660366322 11072941350 8317688802 253885450 128899125146 52698316259 7728752881 11870556070 16548296 185410947 264488029 36236147016 43.99955
35 1742961328 11237926621 8377704287 250304326 147207613999 110529657554 15951236820 20201817586 17029803 164410326 299096056 62566377233 44.49945
35 1310360283 8938054538 6751030473 207384132 98977682519 142189659329 20003067799 24206324082 15928872 170873682 327977824 77483503500 43.12459
35 1557259163 10294963191 7720240387 236296870 121907781828 155296711386 22556296077 26980615648 27588032 248833839 405273894 82685056436 43.74961
35 1846335527 12688530877 9610488259 295888221 142385790416 163824113907 23344894217 27899174288 17337402 180241280 324290897 89610709406 43.49962
35 1691759353 10926985499 8139447484 247099226 134457697239 136925362226 19579577716 23850434223 12843035 112664299 270042974 74990182767 43.87461
35 1316800339 8984425326 6790185044 205927616 108851237535 163491567519 23268277337 27291513082 26130932 353356110 442618197 86241518851 42.62461
35 557700725 2881795411 2009697500 48747405 68072784714 122318324036 17815557663 21417146776 23545802 246626598 472507353 66876750767 40.99964
35 620447173 3313060461 2335129464 60058340 70299880321 76594223035 11716933511 13317361416 25564536 246685717 427630888 38091194244 38.99963
35 410834006 1988646181 1357093376 27742776 61234810660 82148997856 13279224567 13962199307 37097099 315119585 594124490 35288666487 37.12463
35 621405805 2787034304 1840137317 38939097 78838885379 77780648551 12645399910 13421197028 35069564 323110529 505344713 34625132540 38.62462
35 373225636 1782256838 1209720544 26156381 54302753834 49677154822 7878703812 9216214408 23905004 172233114 397045419 27457105237 38.49953
35 370625944 1759321364 1187523658 25591380 52953121548 53377076172 8712260360 11171593755 25043540 198116742 356452921 37212002250 38.37464
35 978323796 4439463444 2950041118 59270516 127996323858 53779244549 8785449197 11243407762 25020599 193091512 374785437 37451098049 38.49962
35 928826257 4385073837 2962517144 56474960 131738326462 48424981827 7492844474 9411105753 20994758 162073446 371676408 28195268000 38.37462
35 932770796 4371614156 2953164287 57456619 131505896212 45719270685 7167077291 8516610837 20487030 171860190 323347153 25671437777 38.49964
35 941462920 4381980023 2947543434 58974900 130111077748 56480961708 8828821098 9931155619 24234023 212881621 399093282 28238086173 38.37466
35 987804337 4482218564 2978454390 61738947 128859779537 80205376783 12419335988 13085177716 32176878 316063380 544069973 34136683544 38.37462
35 942381612 4395092883 2958259486 58031251 131166930458 81029045357 12589246757 13211802419 32347000 321635596 545029811 34472214453 38.62465
36 455868190 3079230341 1988186415 56225675 83934290041 92936582324 17944271335 20637080622 74766641 513487863 728508817 56006476705 38.62446
36 452250688 3184829638 1987588510 59020187 79922739014 101095341795 18375508722 20526994822 69334396 581467948 704802428 57123368570 38.12446
36 399094188 2716666187 1710175669 65302637 69358354670 97880945610 18931101741 21390652418 62086555 651468059 721410170 57673889402 37.24947
36 349039659 2817586125 1768974698 85070504 70234585720 92332834494 19029928659 22291271960 72671644 581628139 763261633 60536068114 41.74935
36 372039489 2538160454 1622107677 65998364 64990479180 96590119901 19821092451 23266060033 77033311 677841804 744206767 62936184115 42.8744
36 452427736 2477296343 1640259736 40108520 69980724441 112378136691 18891680973 20687258994 55359178 526616433 770535210 55630684435 38.24934
